Number,buyGate,buyBith,sellGate,sellBith,diffSell,diffBuy,timeServer,timeGate,timeBith,percentBonus,buyOrSellGate,buyOrSellBith,init
1651,1.05788,1.06838705,1.0622202,1.07303963,0.00616684,-0.01515962,1634502042298,1634502042048,1634502042083,0.0058,0,1,1
1652,1.05788,1.06838705,1.0622202,1.0719783,0.00616684,-0.0140983,1634502042363,1634502042048,1634502042248,0.0058,0,0,0
1653,1.05788,1.06838705,1.06213002,1.0719783,0.00625703,-0.0140983,1634502042461,1634502042148,1634502042248,0.0059,0,0,1
1654,1.0565826,1.06838705,1.06082742,1.0719783,0.00755962,-0.0153957,1634502042520,1634502042339,1634502042386,0.0071,2,0,1
1655,1.055884,1.06838705,1.061118,1.0719783,0.00726904,-0.0160943,1634502042715,1634502042437,1634502042589,0.0069,2,0,1
1656,1.05740096,1.06838705,1.06200978,1.0719783,0.00637727,-0.01457734,1634502042821,1634502042654,1634502042632,0.006,2,0,1
1657,1.05740096,1.06741874,1.06200978,1.0719783,0.00540896,-0.01457734,1634502042909,1634502042654,1634502042795,0.0051,2,1,0
1658,1.05740096,1.06741874,1.06178934,1.0719783,0.0056294,-0.01457734,1634502043011,1634502042746,1634502042805,0.0053,0,1,1
1659,1.05710156,1.06741874,1.06207992,1.0719783,0.00533882,-0.01487674,1634502043202,1634502042956,1634502042980,0.005,2,1,1
1660,1.05671234,1.06741874,1.0618695,1.0719783,0.00554924,-0.01526596,1634502043306,1634502043034,1634502042980,0.0052,2,1,1
1661,1.0559838,1.06741874,1.06134846,1.0719783,0.00607028,-0.0159945,1634502043402,1634502043147,1634502042980,0.0057,2,1,1
1662,1.0559838,1.06741874,1.06134846,1.07159783,0.00607028,-0.01561402,1634502043449,1634502043147,1634502043333,0.0057,2,0,0
1663,1.05601374,1.06741874,1.06042662,1.07159783,0.00699212,-0.01558408,1634502043512,1634502043234,1634502043333,0.0066,2,0,1
1664,1.0561834,1.06741874,1.06133844,1.07159783,0.0060803,-0.01541442,1634502043614,1634502043346,1634502043491,0.0057,2,0,1
1665,1.05604368,1.06741874,1.06104786,1.07159783,0.00637088,-0.01555415,1634502043696,1634502043442,1634502043524,0.006,2,0,1
1666,1.05604368,1.06741874,1.06104786,1.0719783,0.00637088,-0.01593462,1634502043770,1634502043442,1634502043656,0.006,2,0,0
1667,1.0565836,1.06741874,1.06130838,1.0719783,0.00611036,-0.0153947,1634502043803,1634502043538,1634502043656,0.0058,2,0,1
1668,1.05505566,1.06741874,1.06102782,1.0719783,0.00639092,-0.01692264,1634502043911,1634502043635,1634502043748,0.006,2,0,1
1669,1.05457662,1.06741874,1.05881564,1.0719783,0.0086031,-0.01740168,1634502044006,1634502043746,1634502043748,0.0081,2,0,1
1670,1.05457662,1.06741874,1.05881564,1.07159783,0.0086031,-0.01702121,1634502044382,1634502043746,1634502044256,0.0081,2,0,0
1671,1.05457662,1.06741874,1.05881564,1.0719783,0.0086031,-0.01740168,1634502044672,1634502043746,1634502044553,0.0081,2,0,0
1672,1.05457662,1.06663013,1.05881564,1.0719783,0.00781448,-0.01740168,1634502044900,1634502043746,1634502044787,0.0074,2,1,0
1673,1.05141296,1.058145,1.0570599,1.06194577,0.0010851,-0.01053281,1634502046242,1634502046004,1634502046119,0.001,2,0,1
1674,1.0516425,1.058145,1.05648876,1.06194577,0.00165624,-0.01030327,1634502046515,1634502046242,1634502046271,0.0016,2,0,1
1675,1.05143292,1.058145,1.05596772,1.06194577,0.00217728,-0.01051285,1634502046610,1634502046355,1634502046494,0.0021,2,0,1
1676,1.0490976,1.058145,1.05433446,1.06194577,0.00381054,-0.01284818,1634502046921,1634502046757,1634502046700,0.0036,2,0,1
1677,1.0489978,1.058145,1.05547674,1.06194577,0.00266826,-0.01294797,1634502047119,1634502046858,1634502046905,0.0025,2,0,1
1678,1.05072434,1.058145,1.05547674,1.06194577,0.00266826,-0.01122143,1634502047203,1634502046905,1634502046905,0.0025,1,0,1
1679,1.04860858,1.058145,1.0551561,1.06194577,0.0029889,-0.01333719,1634502047311,1634502047054,1634502046905,0.0028,2,0,1
1680,1.05106366,1.058145,1.05547674,1.06194577,0.00266826,-0.01088212,1634502047404,1634502047138,1634502046905,0.0025,2,0,1
1681,1.04916746,1.058145,1.05348276,1.06194577,0.00466224,-0.01277832,1634502047512,1634502047237,1634502047378,0.0044,2,0,1
1682,1.04860858,1.058145,1.0547553,1.06194577,0.0033897,-0.01333719,1634502047612,1634502047338,1634502047477,0.0032,2,0,1
1683,1.04872834,1.058145,1.0530519,1.06194577,0.0050931,-0.01321743,1634502047713,1634502047445,1634502047567,0.0048,2,0,1
1684,1.04361858,1.05315375,1.04817216,1.05688946,0.00498159,-0.01327088,1634502049567,1634502049351,1634502049245,0.0048,2,0,1
1685,1.04327926,1.05315375,1.04785152,1.05688946,0.00530223,-0.0136102,1634502049624,1634502049458,1634502049245,0.0051,2,0,1
1686,1.0427104,1.05315375,1.04873328,1.05688946,0.00442047,-0.01417906,1634502049817,1634502049549,1634502049522,0.0042,2,0,1
1687,1.04272038,1.05315375,1.04728038,1.05688946,0.00587337,-0.01416908,1634502049915,1634502049658,1634502049770,0.0056,2,0,1
1688,1.0426106,1.05315375,1.04771124,1.05688946,0.00544251,-0.01427886,1634502050022,1634502049848,1634502049770,0.0052,2,0,1
1689,1.0381695,1.05315375,1.0443345,1.05688946,0.00881925,-0.01871996,1634502050220,1634502050058,1634502049997,0.0084,2,0,1
1690,1.0401655,1.05315375,1.04689962,1.05688946,0.00625413,-0.01672396,1634502050322,1634502050134,1634502049997,0.006,2,0,1
1691,1.04068446,1.05315375,1.04547678,1.05688946,0.00767697,-0.016205,1634502050504,1634502050232,1634502050376,0.0073,2,0,1
1692,1.0401655,1.05315375,1.04486556,1.05688946,0.00828819,-0.01672396,1634502050615,1634502050347,1634502050448,0.0079,2,0,1
1693,1.03924734,1.05315375,1.0443345,1.05688946,0.00881925,-0.01764212,1634502050711,1634502050459,1634502050547,0.0084,2,0,1
1694,1.03920742,1.05315375,1.04437458,1.05688946,0.00877917,-0.01768204,1634502050814,1634502050555,1634502050547,0.0084,2,0,1
1695,1.03837908,1.05315375,1.04397378,1.05688946,0.00917997,-0.01851038,1634502050900,1634502050599,1634502050773,0.0088,2,0,1
1696,1.04022538,1.05315375,1.04565714,1.05688946,0.00749661,-0.01666408,1634502051006,1634502050739,1634502050854,0.0072,2,0,1
1697,1.03889804,1.05315375,1.0432201,1.05688946,0.00993365,-0.01799142,1634502051132,1634502050849,1634502050938,0.0095,2,0,1
1698,1.03817948,1.05315375,1.0432201,1.05688946,0.00993365,-0.01870998,1634502051196,1634502050947,1634502051060,0.0095,1,0,1
1699,1.03817948,1.05315375,1.04421426,1.05688946,0.00893949,-0.01870998,1634502051301,1634502051041,1634502051154,0.0086,0,0,1
1700,1.03817948,1.05315375,1.04421426,1.0590021,0.00893949,-0.02082262,1634502052481,1634502051041,1634502052364,0.0086,0,0,0
1701,1.03817948,1.05315375,1.04421426,1.06021361,0.00893949,-0.02203413,1634502052498,1634502051041,1634502052375,0.0086,0,0,0
1702,1.03817948,1.05315375,1.04421426,1.06231624,0.00893949,-0.02413676,1634502052504,1634502051041,1634502052382,0.0086,0,0,0
