Number,buyGate,buyBith,sellGate,sellBith,diffSell,diffBuy,timeServer,timeGate,timeBith,percentBonus,buyOrSellGate,buyOrSellBith,init
1402,1.13814914,1.1313866,1.14272088,1.13535743,-0.01133428,0.00279172,1634189380736,1634189380427,1634189369834,0.0025,0,1,1
1403,1.13818906,1.1313866,1.142781,1.13535743,-0.0113944,0.00283164,1634189380846,1634189380649,1634189380660,0.0025,2,1,1
1404,1.13819904,1.1313866,1.142781,1.13535743,-0.0113944,0.00284161,1634189381118,1634189380840,1634189380660,0.0025,1,1,1
1405,1.13525494,1.12445875,1.13990526,1.133415,-0.01544651,0.00183994,1634189877688,1634189877250,1634189877608,0.0016,2,1,0
1406,1.13525494,1.12444877,1.13990526,1.133415,-0.0154565,0.00183994,1634189877694,1634189877250,1634189877613,0.0016,2,1,0
1407,1.13525594,1.12444877,1.13990526,1.133415,-0.0154565,0.00184094,1634189879210,1634189878964,1634189877613,0.0016,1,1,1
1408,1.13525494,1.12444877,1.13990426,1.133415,-0.01545549,0.00183994,1634189879321,1634189879067,1634189877613,0.0016,2,1,1
1409,1.13525494,1.12444877,1.13981508,1.133415,-0.01536632,0.00183994,1634189879913,1634189879664,1634189877613,0.0016,0,1,1
1410,1.13490564,1.12445875,1.13970486,1.13340499,-0.01524611,0.00150065,1634189892146,1634189889779,1634189892068,0.0013,0,0,0
1411,1.13490564,1.12445875,1.13969484,1.13340499,-0.01523609,0.00150065,1634189893301,1634189892925,1634189892068,0.0013,0,0,1
1412,1.13490564,1.12445875,1.13970486,1.13340499,-0.01524611,0.00150065,1634189893412,1634189893152,1634189892068,0.0013,0,0,1
1413,1.1348767,1.12445875,1.13965476,1.13340499,-0.01519601,0.00147171,1634189893816,1634189893567,1634189892068,0.0013,2,0,1
1414,1.1348767,1.12445875,1.13961468,1.13340499,-0.01515593,0.00147171,1634189893920,1634189893602,1634189892068,0.0013,0,0,1
1415,1.1348767,1.12445875,1.13970486,1.13340499,-0.01524611,0.00147171,1634189894009,1634189893750,1634189892068,0.0013,0,0,1
1416,1.1348767,1.12445875,1.13956458,1.13340499,-0.01510583,0.00147171,1634189894310,1634189894051,1634189892068,0.0013,0,0,1
1417,1.1348767,1.12445875,1.13970486,1.13340499,-0.01524611,0.00147171,1634189894407,1634189894075,1634189892068,0.0013,0,0,1
1418,1.1348767,1.12445875,1.13968482,1.13340499,-0.01522607,0.00147171,1634189894821,1634189894556,1634189892068,0.0013,0,0,1
1419,1.1348767,1.12445875,1.13958462,1.13340499,-0.01512587,0.00147171,1634189894907,1634189894639,1634189892068,0.0013,0,0,1
1420,1.1348767,1.12445875,1.13954454,1.13340499,-0.01508579,0.00147171,1634189899509,1634189899259,1634189897536,0.0013,0,0,1
1421,1.1348767,1.12445875,1.13970486,1.13340499,-0.01524611,0.00147171,1634189899623,1634189899357,1634189897536,0.0013,0,0,1
1422,1.1348767,1.12445875,1.1396748,1.13340499,-0.01521605,0.00147171,1634189900307,1634189900066,1634189897536,0.0013,0,0,1
1423,1.1348767,1.12445875,1.13954454,1.13340499,-0.01508579,0.00147171,1634189900421,1634189900138,1634189897536,0.0013,0,0,1
1424,1.1348767,1.12445875,1.1396748,1.13340499,-0.01521605,0.00147171,1634189900509,1634189900255,1634189897536,0.0013,0,0,1
1425,1.1348767,1.12445875,1.13958462,1.13340499,-0.01512587,0.00147171,1634189900918,1634189900643,1634189897536,0.0013,0,0,1
1426,1.1348767,1.12445875,1.1396247,1.13340499,-0.01516595,0.00147171,1634189901018,1634189900750,1634189897536,0.0013,0,0,1
1427,1.1348767,1.12445875,1.13955456,1.13340499,-0.01509581,0.00147171,1634189901110,1634189900866,1634189897536,0.0013,0,0,1
1428,1.1348767,1.12445875,1.13949444,1.13340499,-0.01503569,0.00147171,1634189901223,1634189900962,1634189897536,0.0013,0,0,1
1429,1.1348767,1.12445875,1.1396247,1.13340499,-0.01516595,0.00147171,1634189901319,1634189901066,1634189897536,0.0013,0,0,1
1430,1.1348767,1.12445875,1.13961468,1.13340499,-0.01515593,0.00147171,1634189901506,1634189901262,1634189897536,0.0013,0,0,1
