Number,bayGate,bayBith,sellGate,sellBith,diffSell,diffBay,timeServer,timeGate,timeBith,percentBonus,bayOrSellGate,bayOrSellBith,init
351,1.11215124,1.13011883,1.11688932,1.13791061,0.0132295,-0.02575937,1631079173727,1631079173444,1631079172364,0.0118,0,1,1
352,1.11215124,1.13011883,1.1168292,1.13791061,0.01328963,-0.02575937,1631079174038,1631079173789,1631079173722,0.0119,0,1,1
353,1.15968598,1.14268679,1.16434404,1.149435,-0.02165725,0.01025098,1631237053344,1631237053089,1631237053110,0.0089,1,0,1
354,1.15948638,1.14268679,1.16444424,1.149435,-0.02175745,0.01005138,1631237053832,1631237053585,1631237053518,0.0087,2,0,1
355,1.15949636,1.14268679,1.16459454,1.149435,-0.02190775,0.01006136,1631237053939,1631237053684,1631237053518,0.0088,2,0,1
356,1.15960614,1.14268679,1.1646747,1.149435,-0.02198791,0.01017114,1631237054028,1631237053799,1631237053867,0.0088,2,0,1
357,1.16001532,1.14268679,1.1649753,1.149435,-0.02228851,0.01058032,1631237054140,1631237053885,1631237053867,0.0092,2,0,1
358,1.15961612,1.14268679,1.1649753,1.149435,-0.02228851,0.01018112,1631237054247,1631237053988,1631237053867,0.0089,1,0,1
359,1.15989556,1.14268679,1.16503542,1.149435,-0.02234863,0.01046056,1631237054333,1631237054081,1631237053867,0.0091,2,0,1
360,1.15960614,1.14268679,1.16503542,1.149435,-0.02234863,0.01017114,1631237054430,1631237054189,1631237053867,0.0088,1,0,1
361,1.1596261,1.14268679,1.16503542,1.149435,-0.02234863,0.0101911,1631237054544,1631237054284,1631237054424,0.0089,1,0,1
362,1.1596261,1.14268679,1.1652258,1.149435,-0.02253901,0.0101911,1631237054646,1631237054393,1631237054541,0.0089,0,0,1
363,1.1603247,1.14268679,1.1652258,1.149435,-0.02253901,0.0108897,1631237054735,1631237054499,1631237054541,0.0095,1,0,1
364,1.1603746,1.14268679,1.1652258,1.149435,-0.02253901,0.0109396,1631237054940,1631237054689,1631237054704,0.0095,1,0,1
365,1.16109316,1.145991,1.16636808,1.15043625,-0.02037708,0.01065691,1631237055731,1631237055485,1631237055261,0.0093,2,1,1
366,1.16149236,1.145991,1.16635806,1.15043625,-0.02036706,0.01105611,1631237055978,1631237055804,1631237055632,0.0096,2,1,1
367,1.16149236,1.145991,1.16635806,1.15101698,-0.02036706,0.01047538,1631237056124,1631237055804,1631237056016,0.0091,2,0,0
368,1.16149236,1.145991,1.16635806,1.1514375,-0.02036706,0.01005486,1631237056144,1631237055804,1631237056016,0.0087,2,0,0
369,1.16149236,1.145991,1.16649834,1.1514375,-0.02050734,0.01005486,1631237056149,1631237055889,1631237056017,0.0087,0,0,1
370,1.16164206,1.145991,1.16649834,1.1514375,-0.02050734,0.01020456,1631237056437,1631237056191,1631237056017,0.0089,2,0,1
371,1.16181172,1.145991,1.16649834,1.1514375,-0.02050734,0.01037422,1631237057130,1631237056879,1631237056923,0.009,1,0,1
372,1.16181172,1.14790764,1.16649834,1.1514375,-0.0185907,0.01037422,1631237057246,1631237056987,1631237057144,0.009,1,1,0
373,1.16183168,1.14790764,1.16752038,1.1514375,-0.01961274,0.01039418,1631237057342,1631237057089,1631237057188,0.009,2,1,1
374,1.16213108,1.14790764,1.16756046,1.1514375,-0.01965282,0.01069358,1631237057432,1631237057184,1631237057188,0.0093,2,1,1
375,1.16290952,1.14790764,1.1684322,1.1514375,-0.02052456,0.01147202,1631237057542,1631237057289,1631237057348,0.01,2,1,1
376,1.16290952,1.14790764,1.1676306,1.1514375,-0.01972296,0.01147202,1631237057631,1631237057392,1631237057348,0.01,0,1,1
377,1.16290952,1.14790764,1.1684322,1.1514375,-0.02052456,0.01147202,1631237057743,1631237057496,1631237057348,0.01,0,1,1
378,1.16213108,1.14790764,1.1684322,1.1514375,-0.02052456,0.01069358,1631237057830,1631237057599,1631237057722,0.0093,1,1,1
379,1.16213108,1.14790764,1.16755044,1.1514375,-0.0196428,0.01069358,1631237058046,1631237057788,1631237057849,0.0093,0,1,1
380,1.16174186,1.14790764,1.16755044,1.1514375,-0.0196428,0.01030436,1631237058137,1631237057896,1631237057849,0.0089,1,1,1
381,1.16173188,1.14790764,1.1675304,1.1514375,-0.01962276,0.01029438,1631237058229,1631237057981,1631237058125,0.0089,2,1,1
382,1.161672,1.14790764,1.16640816,1.1514375,-0.01850052,0.0102345,1631237058343,1631237058083,1631237058125,0.0089,2,1,1
383,1.16258018,1.14790764,1.1674302,1.1514375,-0.01952256,0.01114268,1631237058899,1631237058686,1631237058704,0.0097,2,1,1
384,1.16319894,1.14790764,1.170837,1.1514375,-0.02292936,0.01176144,1631237059062,1631237058778,1631237058908,0.0102,2,1,1
385,1.16419694,1.14790764,1.1704863,1.1514375,-0.02257866,0.01275944,1631237059206,1631237058982,1631237059096,0.0111,2,1,1
386,1.16650232,1.14790764,1.1716386,1.1514375,-0.02373096,0.01506482,1631237059302,1631237059076,1631237059196,0.0131,2,1,1
387,1.1644165,1.14790764,1.173843,1.1514375,-0.02593536,0.012979,1631237059423,1631237059182,1631237059196,0.0113,2,1,1
388,1.16375782,1.14790764,1.174344,1.1514375,-0.02643636,0.01232032,1631237059494,1631237059278,1631237059196,0.0107,2,1,1
389,1.16750032,1.14790764,1.174344,1.1514375,-0.02643636,0.01606282,1631237059641,1631237059395,1631237059500,0.014,1,1,1
390,1.1675602,1.14790764,1.174344,1.1514375,-0.02643636,0.0161227,1631237059753,1631237059589,1631237059500,0.014,1,1,1
391,1.1693067,1.14790764,1.174344,1.1514375,-0.02643636,0.0178692,1631237059946,1631237059685,1631237059746,0.0155,1,1,1
392,1.16826878,1.14790764,1.174344,1.1514375,-0.02643636,0.01683128,1631237060031,1631237059779,1631237059746,0.0146,1,1,1
393,1.16771988,1.14790764,1.174344,1.1514375,-0.02643636,0.01628238,1631237060249,1631237059988,1631237060143,0.0141,1,1,1
