Number,bayGate,bayBith,sellGate,sellBith,diffSell,diffBay,timeServer,timeGate,timeBith,percentBonus,bayOrSellGate,bayOrSellBith,init
551,1.13710124,1.1308176,1.1418782,1.13468659,-0.0110606,0.00241465,1634188208408,1634188208168,1634188208166,0.0021,1,1,1
552,1.13701242,1.1308176,1.1418782,1.13468659,-0.0110606,0.00232583,1634188208509,1634188208264,1634188208166,0.002,1,1,1
553,1.13731082,1.1308176,1.1418782,1.13468659,-0.0110606,0.00262423,1634188208724,1634188208462,1634188208166,0.0023,1,1,1
554,1.13731182,1.1308176,1.1418782,1.13468659,-0.0110606,0.00262523,1634188208825,1634188208565,1634188208166,0.0023,1,1,1
555,1.13731282,1.1308176,1.1418782,1.13468659,-0.0110606,0.00262623,1634188209111,1634188208865,1634188208166,0.0023,1,1,1
556,1.13731182,1.1308176,1.1418782,1.13468659,-0.0110606,0.00262523,1634188209219,1634188208967,1634188208166,0.0023,1,1,1
557,1.13738068,1.1308176,1.14250044,1.13468659,-0.01168284,0.00269409,1634188211035,1634188210823,1634188210752,0.0024,2,1,1
558,1.13731182,1.1308176,1.14277098,1.13468659,-0.01195338,0.00262523,1634188211163,1634188210964,1634188210752,0.0023,2,1,1
559,1.13739066,1.1308176,1.14270084,1.13468659,-0.01188324,0.00270407,1634188211328,1634188211029,1634188210752,0.0024,2,1,1
560,1.13739066,1.1308176,1.1426808,1.13468659,-0.0118632,0.00270407,1634188211412,1634188211163,1634188210752,0.0024,0,1,1
561,1.1375204,1.1308176,1.14209964,1.13468659,-0.01128204,0.00283381,1634188211517,1634188211243,1634188210752,0.0025,2,1,1
562,1.13739066,1.1308176,1.14208962,1.13468659,-0.01127202,0.00270407,1634188212410,1634188212157,1634188210752,0.0024,2,1,1
563,1.13739166,1.1308176,1.14208962,1.13468659,-0.01127202,0.00270507,1634188212613,1634188212355,1634188210752,0.0024,1,1,1
564,1.13736072,1.1308176,1.14208962,1.13468659,-0.01127202,0.00267413,1634188212706,1634188212437,1634188210752,0.0024,1,1,1
565,1.1373208,1.1308176,1.14208962,1.13468659,-0.01127202,0.00263421,1634188213010,1634188212729,1634188210752,0.0023,1,1,1
566,1.1373707,1.1308176,1.14262068,1.13468659,-0.01180308,0.00268411,1634188213112,1634188212853,1634188210752,0.0024,2,1,1
567,1.13731182,1.1308176,1.14257058,1.13468659,-0.01175298,0.00262523,1634188213223,1634188212952,1634188210752,0.0023,2,1,1
568,1.13731182,1.1308176,1.14252048,1.13468659,-0.01170288,0.00262523,1634188213410,1634188213116,1634188210752,0.0023,0,1,1
569,1.13748048,1.1308176,1.14205956,1.13468659,-0.01124196,0.00279389,1634188214323,1634188214051,1634188213624,0.0025,2,1,1
570,1.13809924,1.04538737,1.1429313,1.12727734,-0.09754393,0.0108219,1634188342187,1634188341458,1634188342079,0.0096,1,0,0
571,1.13817908,1.04538737,1.1429313,1.12727734,-0.09754393,0.01090174,1634188342621,1634188342334,1634188342374,0.0097,1,0,1
572,1.13809924,1.04538737,1.1429313,1.12727734,-0.09754393,0.0108219,1634188342824,1634188342565,1634188342374,0.0096,1,0,1
573,1.1380693,1.04538737,1.14291126,1.12727734,-0.09752389,0.01079196,1634188342912,1634188342650,1634188342374,0.0096,2,0,1
574,1.1380693,1.04538737,1.14294132,1.12727734,-0.09755395,0.01079196,1634188343010,1634188342678,1634188342374,0.0096,0,0,1
575,1.1380693,1.04538737,1.14304152,1.12727734,-0.09765415,0.01079196,1634188343309,1634188343052,1634188342374,0.0096,0,0,1
576,1.13809924,1.04538737,1.14301146,1.12727734,-0.0976241,0.0108219,1634188343423,1634188343161,1634188343282,0.0096,2,0,1
577,1.13809924,1.04538737,1.14301146,1.12726733,-0.0976241,0.01083191,1634188344188,1634188343161,1634188344081,0.0096,2,0,0
578,1.13809924,1.04538737,1.14301146,1.12727734,-0.0976241,0.0108219,1634188345218,1634188343161,1634188345113,0.0096,2,0,0
579,1.13823896,1.04538737,1.14320184,1.12727734,-0.09781447,0.01096162,1634188345885,1634188345578,1634188345547,0.0097,2,0,1
580,1.13827888,1.04538737,1.14320184,1.12727734,-0.09781447,0.01100154,1634188346079,1634188345781,1634188345547,0.0098,1,0,1
581,1.13823896,1.04538737,1.14320184,1.12727734,-0.09781447,0.01096162,1634188346215,1634188345926,1634188345547,0.0097,1,0,1
582,1.13832878,1.04538737,1.14319182,1.12727734,-0.09780446,0.01105144,1634188346316,1634188346050,1634188345547,0.0098,2,0,1
583,1.13832878,1.04538737,1.14301146,1.12727734,-0.0976241,0.01105144,1634188346809,1634188346523,1634188346571,0.0098,0,0,1
584,1.13818906,1.04538737,1.14325194,1.12727734,-0.09786458,0.01091172,1634188346911,1634188346653,1634188346571,0.0097,2,0,1
