Number,bayGate,bayBith,sellGate,sellBith,diffSell,diffBay,timeServer,timeGate,timeBith,percentBonus,bayOrSellGate,bayOrSellBith,init
1602,1.11517518,1.12103475,1.11966486,1.12520475,0.00136989,-0.01002957,1634294299618,1634294299447,1634294287493,0.0012,2,1,1
1603,1.11517518,1.12103475,1.11965484,1.12520475,0.00137991,-0.01002957,1634294299816,1634294299545,1634294287493,0.0012,0,1,1
1604,1.11517518,1.12103475,1.11969492,1.12520475,0.00133983,-0.01002957,1634294299899,1634294299644,1634294287493,0.0012,0,1,1
1605,1.11478596,1.12103475,1.11964482,1.12520475,0.00138993,-0.01041879,1634294300108,1634294299853,1634294287493,0.0012,2,1,1
1606,1.11483586,1.12103475,1.1195847,1.12520475,0.00145005,-0.01036889,1634294300307,1634294300057,1634294287493,0.0013,2,1,1
1607,1.11483586,1.12103475,1.11969492,1.12520475,0.00133983,-0.01036889,1634294300401,1634294300141,1634294287493,0.0012,0,1,1
1608,1.11517618,1.12103475,1.11969492,1.12520475,0.00133983,-0.01002857,1634294301099,1634294300851,1634294287493,0.0012,1,1,1
1609,1.12970606,1.12271181,1.13452452,1.12858898,-0.01181271,0.00111708,1634350034275,1634350032399,1634350034166,0.001,0,0,0
1610,1.1296861,1.12271181,1.1344143,1.12858898,-0.01170249,0.00109713,1634350034428,1634350034161,1634350034166,0.001,2,0,1
1611,1.13772,1.14750834,1.14239022,1.1514375,0.00511812,-0.0137175,1634360600522,1634360597221,1634360600414,0.0045,1,1,0
1612,1.14472596,1.15048313,1.14932406,1.1540808,0.00115906,-0.00935484,1634388700313,1634388700063,1634388699916,0.001,0,0,1
1613,1.144706,1.15048313,1.14932406,1.1540808,0.00115906,-0.0093748,1634388700423,1634388700153,1634388699916,0.001,1,0,1
1614,1.14458624,1.15048313,1.14925392,1.1540808,0.00122921,-0.00949456,1634388700516,1634388700246,1634388699916,0.0011,2,0,1
1615,1.14386768,1.15048313,1.14917376,1.1540808,0.00130937,-0.01021312,1634388700623,1634388700354,1634388699916,0.0011,2,0,1
1616,1.14386768,1.15048313,1.14846234,1.1540808,0.00202079,-0.01021312,1634388700711,1634388700466,1634388700576,0.0018,0,0,1
1617,1.14351838,1.15048313,1.14846234,1.1540808,0.00202079,-0.01056242,1634388700928,1634388700659,1634388700811,0.0018,1,0,1
1618,1.14351838,1.15048313,1.14811164,1.1540808,0.00237149,-0.01056242,1634388701120,1634388700856,1634388700811,0.0021,0,0,1
1619,1.14351838,1.15048313,1.14818178,1.1540808,0.00230135,-0.01056242,1634388701231,1634388701040,1634388701069,0.002,0,0,1
1620,1.14351838,1.14985423,1.14818178,1.1540808,0.00167245,-0.01056242,1634388702112,1634388701040,1634388702014,0.0015,0,1,0
1621,1.12392764,1.13003897,1.12896342,1.13398571,0.00107554,-0.01005807,1634429113016,1634429112761,1634429112621,0.001,2,1,1
1622,1.12275,1.13003897,1.12883316,1.13398571,0.00120581,-0.01123571,1634429113417,1634429113166,1634429113144,0.0011,2,1,1
1623,1.12236078,1.12803248,1.12686924,1.13171288,0.00116324,-0.00935209,1634429114317,1634429114062,1634429114102,0.001,2,0,1
1624,1.12236078,1.1280225,1.12686924,1.13171288,0.00115326,-0.00935209,1634429115414,1634429114062,1634429115305,0.001,2,1,0
1625,1.07946674,1.0880925,1.08458484,1.09162283,0.00350766,-0.01215608,1634502030974,1634502030624,1634502030867,0.0032,2,0,0
1626,1.07936694,1.0880925,1.0838133,1.09162283,0.0042792,-0.01225588,1634502031017,1634502030757,1634502030867,0.0039,2,0,1
1627,1.07891784,1.0880925,1.08404376,1.09162283,0.00404874,-0.01270498,1634502031112,1634502030842,1634502030867,0.0037,2,0,1
