Number,bayGate,bayBith,sellGate,sellBith,diffSell,diffBay,timeServer,timeGate,timeBith,percentBonus,bayOrSellGate,bayOrSellBith,init
1451,1.1348767,1.12445875,1.13958462,1.13340499,-0.01512587,0.00147171,1634189911515,1634189911262,1634189907408,0.0013,2,0,1
1452,1.13494556,1.12445875,1.13951448,1.13340499,-0.01505573,0.00154057,1634189911614,1634189911362,1634189907408,0.0014,2,0,1
1453,1.1348767,1.12445875,1.1396247,1.13340499,-0.01516595,0.00147171,1634189911811,1634189911561,1634189907408,0.0013,2,0,1
1454,1.13440664,1.12304123,1.13914374,1.13270411,-0.01610251,0.00170253,1634191324409,1634191322771,1634191324306,0.0015,0,0,0
1455,1.13440664,1.12304123,1.13909364,1.13270411,-0.01605241,0.00170253,1634191325613,1634191325355,1634191324306,0.0015,0,0,1
1456,1.13440664,1.12304123,1.13896338,1.13270411,-0.01592215,0.00170253,1634191325723,1634191325454,1634191324306,0.0015,0,0,1
1457,1.13440664,1.12304123,1.1390736,1.13270411,-0.01603237,0.00170253,1634191325807,1634191325559,1634191324306,0.0015,0,0,1
1458,1.13440664,1.12304123,1.13909364,1.13270411,-0.01605241,0.00170253,1634191325905,1634191325663,1634191324306,0.0015,0,0,1
1459,1.13440664,1.12304123,1.13904354,1.13270411,-0.01600231,0.00170253,1634191326007,1634191325759,1634191324306,0.0015,0,0,1
1460,1.13440664,1.12304123,1.13909364,1.13270411,-0.01605241,0.00170253,1634191326119,1634191325818,1634191324306,0.0015,0,0,1
1461,1.13440664,1.12304123,1.13904354,1.13270411,-0.01600231,0.00170253,1634191326614,1634191326365,1634191324306,0.0015,0,0,1
1462,1.13440664,1.12304123,1.13909364,1.13270411,-0.01605241,0.00170253,1634191326710,1634191326432,1634191324306,0.0015,0,0,1
1463,1.13440664,1.12304123,1.13928402,1.13270411,-0.01624279,0.00170253,1634191326805,1634191326565,1634191324306,0.0015,0,0,1
1464,1.13440664,1.12304123,1.13896338,1.13270411,-0.01592215,0.00170253,1634191326904,1634191326659,1634191324306,0.0015,0,0,1
1465,1.1344266,1.12304123,1.13919384,1.13270411,-0.01615261,0.00172249,1634191328255,1634191328049,1634191324306,0.0015,2,0,1
1466,1.1344266,1.12304123,1.1391237,1.13270411,-0.01608247,0.00172249,1634191328350,1634191328163,1634191324306,0.0015,0,0,1
1467,1.1344266,1.12304123,1.13919384,1.13270411,-0.01615261,0.00172249,1634191328504,1634191328186,1634191324306,0.0015,0,0,1
1468,1.13445654,1.12304123,1.13901348,1.13270411,-0.01597225,0.00175243,1634191328607,1634191328347,1634191324306,0.0015,2,0,1
1469,1.13445654,1.12304123,1.13919384,1.13270411,-0.01615261,0.00175243,1634191328712,1634191328459,1634191324306,0.0015,0,0,1
1470,1.13445654,1.12304123,1.1391237,1.13270411,-0.01608247,0.00175243,1634191330214,1634191329962,1634191329751,0.0015,0,0,1
1471,1.13445654,1.12304123,1.13931408,1.13270411,-0.01627285,0.00175243,1634191330318,1634191330061,1634191329751,0.0015,0,0,1
1472,1.13448648,1.12304123,1.13928402,1.13270411,-0.01624279,0.00178237,1634191330408,1634191330159,1634191329751,0.0016,2,0,1
1473,1.13448648,1.12304123,1.139274,1.13270411,-0.01623277,0.00178237,1634191330521,1634191330223,1634191329751,0.0016,0,0,1
1474,1.13448648,1.12304123,1.13924394,1.13270411,-0.01620271,0.00178237,1634191330711,1634191330454,1634191329751,0.0016,0,0,1
1475,1.13448648,1.12304123,1.13926398,1.13270411,-0.01622275,0.00178237,1634191331107,1634191330823,1634191329751,0.0016,0,0,1
1476,1.13448648,1.12304123,1.1391738,1.13270411,-0.01613257,0.00178237,1634191331219,1634191330942,1634191329751,0.0016,0,0,1
1477,1.13448648,1.12304123,1.13926398,1.13270411,-0.01622275,0.00178237,1634191331312,1634191330999,1634191331145,0.0016,0,0,1
1478,1.13448648,1.12304123,1.1392239,1.13270411,-0.01618267,0.00178237,1634191333238,1634191333052,1634191331145,0.0016,0,0,1
