Number,buyGate,buyBith,sellGate,sellBith,diffSell,diffBuy,timeServer,timeGate,timeBith,percentBonus,buyOrSellGate,buyOrSellBith,init
1202,1.13683178,1.12626558,1.1417289,1.13129235,-0.01546332,0.00553943,1634189234121,1634189233864,1634189233086,0.0049,0,1,1
1203,1.13683178,1.12626558,1.141779,1.13129235,-0.01551342,0.00553943,1634189234219,1634189233929,1634189233086,0.0049,0,1,1
1204,1.13683178,1.12626558,1.14163872,1.13129235,-0.01537314,0.00553943,1634189234523,1634189234257,1634189233086,0.0049,0,1,1
1205,1.13683178,1.12626558,1.141779,1.13129235,-0.01551342,0.00553943,1634189234613,1634189234334,1634189233086,0.0049,0,1,1
1206,1.13683178,1.12626558,1.14174894,1.13129235,-0.01548336,0.00553943,1634189234706,1634189234466,1634189233086,0.0049,0,1,1
1207,1.13683178,1.12626558,1.14178902,1.13129235,-0.01552344,0.00553943,1634189234814,1634189234549,1634189233086,0.0049,0,1,1
1208,1.13683178,1.12626558,1.14168882,1.13129235,-0.01542324,0.00553943,1634189234913,1634189234655,1634189233086,0.0049,0,1,1
1209,1.13683178,1.12626558,1.14168882,1.13131237,-0.01542324,0.00551941,1634189234940,1634189234655,1634189234833,0.0049,0,0,0
1210,1.13683178,1.12626558,1.14161868,1.13131237,-0.0153531,0.00551941,1634189235115,1634189234844,1634189234878,0.0049,0,0,1
1211,1.13683178,1.12626558,1.14146838,1.13131237,-0.0152028,0.00551941,1634189235217,1634189234963,1634189234878,0.0049,0,0,1
1212,1.13683178,1.12626558,1.14144834,1.13131237,-0.01518276,0.00551941,1634189235410,1634189235152,1634189234878,0.0049,0,0,1
1213,1.13685174,1.12626558,1.14144834,1.13131237,-0.01518276,0.00553937,1634189235513,1634189235266,1634189234878,0.0049,1,0,1
1214,1.13685174,1.12626558,1.14144834,1.1314125,-0.01518276,0.00543924,1634189236309,1634189235266,1634189236201,0.0048,1,0,0
1215,1.13683178,1.12626558,1.1414283,1.1314125,-0.01516272,0.00541928,1634189236321,1634189236065,1634189236212,0.0048,2,0,1
1216,1.13688168,1.12626558,1.14144834,1.1314125,-0.01518276,0.00546918,1634189236605,1634189236348,1634189236480,0.0048,2,0,1
1217,1.13683178,1.12626558,1.14144834,1.1314125,-0.01518276,0.00541928,1634189236723,1634189236445,1634189236480,0.0048,1,0,1
1218,1.1366721,1.12626558,1.1414283,1.1314125,-0.01516272,0.0052596,1634189238188,1634189237906,1634189237949,0.0046,2,0,1
1219,1.13681182,1.12626558,1.14144834,1.1314125,-0.01518276,0.00539932,1634189238346,1634189238148,1634189237949,0.0048,2,0,1
1220,1.13681182,1.12626558,1.1414283,1.1314125,-0.01516272,0.00539932,1634189238619,1634189238354,1634189238472,0.0048,0,0,1
1221,1.13664216,1.12626558,1.1414283,1.1314125,-0.01516272,0.00522966,1634189238814,1634189238540,1634189238472,0.0046,1,0,1
1222,1.1366721,1.12626558,1.14140826,1.1314125,-0.01514268,0.0052596,1634189238916,1634189238652,1634189238472,0.0046,2,0,1
1223,1.13659226,1.12626558,1.1413281,1.1314125,-0.01506252,0.00517976,1634189239519,1634189239264,1634189239098,0.0046,2,0,1
1224,1.13659226,1.12626558,1.14135816,1.1314125,-0.01509258,0.00517976,1634189239610,1634189239351,1634189239098,0.0046,0,0,1
1225,1.1364226,1.12626558,1.14140826,1.1314125,-0.01514268,0.0050101,1634189239712,1634189239464,1634189239577,0.0044,2,0,1
1226,1.13658228,1.12626558,1.14140826,1.1314125,-0.01514268,0.00516978,1634189239812,1634189239557,1634189239577,0.0046,1,0,1
1227,1.13664216,1.12626558,1.14140826,1.1314125,-0.01514268,0.00522966,1634189239914,1634189239649,1634189239577,0.0046,1,0,1
1228,1.13651242,1.12626558,1.14138822,1.1314125,-0.01512264,0.00509992,1634189240326,1634189240059,1634189240202,0.0045,2,0,1
1229,1.13654236,1.12626558,1.14138822,1.1314125,-0.01512264,0.00512986,1634189241020,1634189240742,1634189240624,0.0045,1,0,1
1230,1.13656232,1.12626558,1.1413782,1.1314125,-0.01511262,0.00514982,1634189241111,1634189240814,1634189240624,0.0046,2,0,1
1231,1.13656232,1.12626558,1.1413782,1.13530736,-0.01511262,0.00125496,1634189241732,1634189240814,1634189241623,0.0011,2,0,0
1232,1.13656232,1.12626558,1.1413782,1.13531737,-0.01511262,0.00124495,1634189241740,1634189240814,1634189241628,0.0011,2,0,0
1233,1.13656232,1.13034842,1.1413782,1.13531737,-0.01102978,0.00124495,1634189241749,1634189240814,1634189241632,0.0011,2,1,0
1234,1.13656232,1.13034842,1.1413782,1.13535743,-0.01102978,0.0012049,1634189243918,1634189240814,1634189243810,0.0011,2,0,0
