Number,bayGate,bayBith,sellGate,sellBith,diffSell,diffBay,timeServer,timeGate,timeBith,percentBonus,bayOrSellGate,bayOrSellBith,init
151,0.98589426,0.96726432,0.9943848,0.97220374,-0.02712048,0.01369052,1631027440860,1631027440576,1631027440741,0.0141,0,0,1
152,0.98589426,0.96726432,0.99036678,0.97220374,-0.02310246,0.01369052,1631027441408,1631027441175,1631027440774,0.0141,0,0,1
153,0.98589426,0.96726432,0.9942846,0.97220374,-0.02702028,0.01369052,1631027441674,1631027441372,1631027440774,0.0141,0,0,1
154,0.98734136,0.96726432,0.99321246,0.97220374,-0.02594814,0.01513762,1631027441792,1631027441486,1631027440774,0.0156,2,0,1
155,0.9881697,0.96726432,0.9960882,0.97220374,-0.02882388,0.01596596,1631027442467,1631027442169,1631027442216,0.0164,2,0,1
156,0.99205192,0.96726432,0.9960882,0.97220374,-0.02882388,0.01984818,1631027442534,1631027442269,1631027442216,0.0204,1,0,1
157,0.99205192,0.96726432,0.99609822,0.97220374,-0.0288339,0.01984818,1631027442638,1631027442372,1631027442461,0.0204,0,0,1
158,0.99205192,0.9672743,0.99609822,0.97220374,-0.02882392,0.01984818,1631027442817,1631027442372,1631027442694,0.0204,0,1,0
159,0.9859242,0.9672743,0.99609822,0.97220374,-0.02882392,0.01372046,1631027443117,1631027442877,1631027442694,0.0141,1,1,1
160,0.98715174,0.9672743,0.9960882,0.97220374,-0.0288139,0.014948,1631027443170,1631027442985,1631027442694,0.0154,2,1,1
161,0.98715174,0.9672743,0.99251106,0.97220374,-0.02523676,0.014948,1631027443544,1631027443278,1631027443175,0.0154,0,1,1
162,0.98809984,0.9672743,0.99214032,0.97220374,-0.02486602,0.0158961,1631027443632,1631027443383,1631027443440,0.0164,2,1,1
163,0.9872216,0.9672743,0.99234072,0.97220374,-0.02506642,0.01501786,1631027443729,1631027443486,1631027443440,0.0154,2,1,1
164,0.9872216,0.9672743,0.99251106,0.97220374,-0.02523676,0.01501786,1631027443843,1631027443585,1631027443440,0.0154,0,1,1
165,0.98808986,0.9672743,0.99251106,0.97220374,-0.02523676,0.01588612,1631027443929,1631027443686,1631027443809,0.0163,1,1,1
166,0.98819964,0.9672743,0.99251106,0.97220374,-0.02523676,0.0159959,1631027444235,1631027443987,1631027443809,0.0165,1,1,1
167,0.98819964,0.9672743,0.99572748,0.97220374,-0.02845318,0.0159959,1631027444323,1631027444086,1631027443809,0.0165,0,1,1
168,0.9875709,0.9672743,0.99572748,0.97220374,-0.02845318,0.01536716,1631027445092,1631027444751,1631027444845,0.0158,1,1,1
169,0.98503598,0.9672743,0.99572748,0.97220374,-0.02845318,0.01283224,1631027445141,1631027444855,1631027444845,0.0132,1,1,1
170,0.98504596,0.9672743,0.99572748,0.97220374,-0.02845318,0.01284222,1631027445334,1631027445081,1631027445136,0.0132,1,1,1
171,0.98504596,0.9672743,0.99507618,0.97220374,-0.02780188,0.01284222,1631027445430,1631027445175,1631027445136,0.0132,0,1,1
172,0.98820962,0.9672743,0.99507618,0.97220374,-0.02780188,0.01600588,1631027445539,1631027445280,1631027445136,0.0165,1,1,1
173,0.98820962,0.96726432,0.99507618,0.97220374,-0.02781186,0.01600588,1631027445575,1631027445280,1631027445454,0.0165,1,1,0
174,0.98504596,0.96726432,0.99642888,0.97220374,-0.02916456,0.01284222,1631027445639,1631027445367,1631027445454,0.0132,2,1,1
175,0.98818966,0.96726432,0.99733068,0.97220374,-0.03006636,0.01598592,1631027445748,1631027445486,1631027445454,0.0164,2,1,1
176,0.98818966,0.96726432,0.99571746,0.97220374,-0.02845314,0.01598592,1631027445853,1631027445581,1631027445454,0.0164,0,1,1
177,0.98818966,0.96726432,0.99641886,0.97220374,-0.02915454,0.01598592,1631027445947,1631027445673,1631027445809,0.0164,0,1,1
178,0.98818966,0.96726432,0.99600804,0.97220374,-0.02874372,0.01598592,1631027446036,1631027445781,1631027445855,0.0164,0,1,1
179,0.98818966,0.9672743,0.99600804,0.97220374,-0.02873374,0.01598592,1631027446156,1631027445781,1631027446010,0.0164,0,1,0
180,0.989517,0.9672743,0.9947856,0.97220374,-0.0275113,0.01731326,1631027446580,1631027446356,1631027446180,0.0178,2,1,1
181,0.99213176,0.9672743,0.99925452,0.97220374,-0.03198022,0.01992802,1631027446743,1631027446488,1631027446180,0.0205,2,1,1
182,0.99180242,0.9672743,0.99925452,0.97220374,-0.03198022,0.01959868,1631027446855,1631027446588,1631027446180,0.0202,1,1,1
183,0.9891677,0.9672743,0.9957467,0.97220374,-0.0284724,0.01696396,1631027446949,1631027446781,1631027446180,0.0174,2,1,1
