Number,buyGate,buyBith,sellGate,sellBith,diffSell,diffBuy,timeServer,timeGate,timeBith,percentBonus,buyOrSellGate,buyOrSellBith,init
51,1.06073428,1.06703941,1.0655268,1.08333248,0.00151261,-0.0225982,1633662709053,1633662708858,1633662707842,0.0014,0,1,1
52,1.06083408,1.06703941,1.0655268,1.08333248,0.00151261,-0.02249839,1633662709158,1633662708961,1633662707842,0.0014,1,1,1
53,1.06076422,1.06703941,1.0655268,1.08333248,0.00151261,-0.02256826,1633662709366,1633662709151,1633662707842,0.0014,1,1,1
54,1.06084406,1.06703941,1.0655268,1.08333248,0.00151261,-0.02248841,1633662709472,1633662709256,1633662707842,0.0014,1,1,1
55,1.06084406,1.06703941,1.065627,1.08333248,0.00141241,-0.02248841,1633662709563,1633662709350,1633662707842,0.0013,0,1,1
56,1.06103368,1.06703941,1.06553682,1.08333248,0.00150259,-0.02229879,1633662710674,1633662710455,1633662709463,0.0014,2,1,1
57,1.06103368,1.06703941,1.0655268,1.08333248,0.00151261,-0.02229879,1633662710962,1633662710759,1633662710600,0.0014,0,1,1
58,1.060874,1.06703941,1.0655268,1.08333248,0.00151261,-0.02245848,1633662711354,1633662711154,1633662710600,0.0014,1,1,1
59,1.06084406,1.06703941,1.0655258,1.08333248,0.00151361,-0.02248841,1633662711468,1633662711246,1633662710600,0.0014,2,1,1
60,1.06083408,1.06703941,1.06554684,1.08333248,0.00149257,-0.02249839,1633662711559,1633662711307,1633662710600,0.0014,2,1,1
61,1.06083408,1.06703941,1.06548672,1.08333248,0.00155269,-0.02249839,1633662711861,1633662711646,1633662710600,0.0015,0,1,1
62,1.06089396,1.06703941,1.06548672,1.08333248,0.00155269,-0.02243851,1633662711972,1633662711694,1633662710600,0.0015,1,1,1
63,1.06089396,1.06703941,1.0654767,1.08333248,0.00156271,-0.02243851,1633662712070,1633662711858,1633662710600,0.0015,0,1,1
64,1.06089396,1.06703941,1.06543662,1.08333248,0.00160279,-0.02243851,1633662712165,1633662711949,1633662710600,0.0015,0,1,1
65,1.06068438,1.06703941,1.06530636,1.08333248,0.00173305,-0.02264809,1633662714395,1633662714163,1633662710600,0.0016,2,1,1
66,1.06070434,1.06703941,1.06530636,1.08333248,0.00173305,-0.02262813,1633662714479,1633662714247,1633662710600,0.0016,1,1,1
67,1.06070434,1.06703941,1.06529634,1.08333248,0.00174307,-0.02262813,1633662714901,1633662714651,1633662710600,0.0016,0,1,1
68,1.06070434,1.06703941,1.06528632,1.08333248,0.00175309,-0.02262813,1633662715061,1633662714863,1633662710600,0.0016,0,1,1
69,1.06070434,1.06703941,1.06523622,1.08333248,0.00180319,-0.02262813,1633662715153,1633662714955,1633662710600,0.0017,0,1,1
70,1.06070434,1.06703941,1.0652262,1.08333248,0.00181321,-0.02262813,1633662715253,1633662714996,1633662710600,0.0017,0,1,1
71,1.06013548,1.06703941,1.06484544,1.08332246,0.00219397,-0.02318698,1633662750316,1633662750063,1633662750209,0.0021,2,0,0
72,1.06013548,1.06703941,1.06483542,1.08332246,0.00220399,-0.02318698,1633662750396,1633662750157,1633662750283,0.0021,0,0,1
73,1.06013548,1.06703941,1.0648254,1.08332246,0.00221401,-0.02318698,1633662751316,1633662751017,1633662750283,0.0021,0,0,1
74,1.06013548,1.06703941,1.0647753,1.08332246,0.00226411,-0.02318698,1633662751488,1633662751251,1633662750283,0.0021,0,0,1
75,1.06013548,1.06703941,1.0647252,1.08332246,0.00231421,-0.02318698,1633662751557,1633662751350,1633662750283,0.0022,0,0,1
76,1.06013548,1.06703941,1.06469514,1.08332246,0.00234427,-0.02318698,1633662751661,1633662751445,1633662750283,0.0022,0,0,1
77,1.06013548,1.06703941,1.06468512,1.08332246,0.00235429,-0.02318698,1633662752158,1633662751951,1633662750283,0.0022,0,0,1
78,1.06013548,1.06703941,1.06469514,1.08332246,0.00234427,-0.02318698,1633662752469,1633662752238,1633662750283,0.0022,0,0,1
79,1.06013548,1.06703941,1.06484544,1.08332246,0.00219397,-0.02318698,1633662755453,1633662755267,1633662750283,0.0021,0,0,1
80,1.06019536,1.06703941,1.06484544,1.08332246,0.00219397,-0.0231271,1633662756453,1633662756199,1633662750283,0.0021,1,0,1
81,1.06023528,1.06703941,1.06484544,1.08332246,0.00219397,-0.02308718,1633662756962,1633662756707,1633662750283,0.0021,1,0,1
82,1.06026522,1.06703941,1.06484544,1.08332246,0.00219397,-0.02305724,1633662757464,1633662757237,1633662750283,0.0021,1,0,1
83,1.06044486,1.06703941,1.06484544,1.08332246,0.00219397,-0.0228776,1633662757888,1633662757587,1633662750283,0.0021,1,0,1
84,1.06044486,1.06703941,1.0648254,1.08332246,0.00221401,-0.0228776,1633662758272,1633662758050,1633662750283,0.0021,0,0,1
85,1.06044486,1.06703941,1.06484544,1.08332246,0.00219397,-0.0228776,1633662759375,1633662759149,1633662750283,0.0021,0,0,1
86,1.06044486,1.06702942,1.06484544,1.08332246,0.00218398,-0.0228776,1633662761319,1633662759149,1633662761210,0.0021,0,1,0
87,1.06058458,1.06702942,1.0649757,1.08332246,0.00205372,-0.02273788,1633662761361,1633662761115,1633662761211,0.0019,2,1,1
88,1.06059456,1.06702942,1.0649757,1.08332246,0.00205372,-0.0227279,1633662761462,1633662761244,1633662761211,0.0019,1,1,1
89,1.06065444,1.06702942,1.0649757,1.08332246,0.00205372,-0.02266802,1633662761559,1633662761310,1633662761211,0.0019,1,1,1
90,1.06065444,1.06702942,1.06538652,1.08332246,0.0016429,-0.02266802,1633662761759,1633662761546,1633662761211,0.0015,0,1,1
91,1.06065444,1.06702942,1.0653765,1.08332246,0.00165292,-0.02266802,1633662761857,1633662761652,1633662761211,0.0016,0,1,1
92,1.060874,1.06702942,1.0653765,1.08332246,0.00165292,-0.02244846,1633662763359,1633662763158,1633662761211,0.0016,1,1,1
93,1.060874,1.06702942,1.06545666,1.08332246,0.00157276,-0.02244846,1633662763458,1633662763258,1633662761211,0.0015,0,1,1
94,1.060874,1.06702942,1.0653765,1.08332246,0.00165292,-0.02244846,1633662764665,1633662764460,1633662761211,0.0016,0,1,1
95,1.06093388,1.06702942,1.0653765,1.08332246,0.00165292,-0.02238858,1633662764830,1633662764646,1633662761211,0.0016,1,1,1
96,1.06111352,1.06702942,1.0653765,1.08332246,0.00165292,-0.02220894,1633662766759,1633662766565,1633662766607,0.0016,1,1,1
97,1.06111352,1.06702942,1.06579734,1.08332246,0.00123209,-0.02220894,1633662766956,1633662766746,1633662766752,0.0012,0,1,1
98,1.06113348,1.06702942,1.06586648,1.08332246,0.00116295,-0.02218898,1633662767474,1633662767254,1633662766752,0.0011,2,1,1
99,1.06148278,1.06702942,1.06586648,1.08332246,0.00116295,-0.02183968,1633662768463,1633662768251,1633662766752,0.0011,1,1,1
100,1.06140294,1.06702942,1.06586648,1.08332246,0.00116295,-0.02191952,1633662769766,1633662769557,1633662769246,0.0011,1,1,1
101,1.06160254,1.06702942,1.06586648,1.08332246,0.00116295,-0.02171992,1633662769873,1633662769654,1633662769246,0.0011,1,1,1
