Number,buyGate,buyBith,sellGate,sellBith,diffSell,diffBuy,timeServer,timeGate,timeBith,percentBonus,buyOrSellGate,buyOrSellBith,init
302,1.12151248,1.1170118,1.12601754,1.12039875,-0.00900574,0.00111373,1634093681772,1634093681558,1634093681552,0.001,2,1,1
303,1.121752,1.1170118,1.1263482,1.12039875,-0.0093364,0.00135325,1634093682470,1634093682268,1634093681736,0.0012,2,1,1
304,1.12177196,1.1170118,1.1263482,1.12039875,-0.0093364,0.00137321,1634093682590,1634093682352,1634093681736,0.0012,1,1,1
305,1.12184182,1.1170118,1.12645842,1.12039875,-0.00944662,0.00144307,1634093682677,1634093682466,1634093681736,0.0013,2,1,1
306,1.12177296,1.1170118,1.12645842,1.12039875,-0.00944662,0.00137421,1634093682785,1634093682554,1634093681736,0.0012,1,1,1
307,1.1218518,1.1170118,1.12645842,1.12039875,-0.00944662,0.00145305,1634093682970,1634093682740,1634093681736,0.0013,1,1,1
308,1.12179192,1.1170118,1.12645842,1.12039875,-0.00944662,0.00139317,1634093683078,1634093682868,1634093681736,0.0012,1,1,1
309,1.1219516,1.1170118,1.12645842,1.12039875,-0.00944662,0.00155285,1634093683172,1634093682961,1634093681736,0.0014,1,1,1
310,1.1219526,1.1170118,1.12645842,1.12039875,-0.00944662,0.00155385,1634093684159,1634093683853,1634093683394,0.0014,1,1,1
311,1.12216118,1.1170118,1.12666884,1.12039875,-0.00965704,0.00176243,1634093685308,1634093684978,1634093683394,0.0016,2,1,1
312,1.12216118,1.1170118,1.12683918,1.12039875,-0.00982738,0.00176243,1634093685579,1634093685350,1634093685231,0.0016,0,1,1
313,1.12216218,1.1170118,1.12683918,1.12039875,-0.00982738,0.00176343,1634093685681,1634093685467,1634093685558,0.0016,1,1,1
314,1.12216218,1.1170118,1.12666884,1.12039875,-0.00965704,0.00176343,1634093685778,1634093685536,1634093685671,0.0016,0,1,1
315,1.1222011,1.1170118,1.12683918,1.12039875,-0.00982738,0.00180235,1634093686082,1634093685858,1634093685671,0.0016,2,1,1
316,1.12222106,1.1170118,1.12683918,1.12039875,-0.00982738,0.00182231,1634093686172,1634093685902,1634093685671,0.0016,1,1,1
