Number,bayGate,bayBith,sellGate,sellBith,diffSell,diffBay,timeServer,timeGate,timeBith,percentBonus,bayOrSellGate,bayOrSellBith,init
251,1.12985576,1.14699923,1.13595738,1.1514375,0.01104185,-0.02158174,1631029850829,1631029850582,1631029848281,0.0097,0,1,1
252,1.12985576,1.14699923,1.13455458,1.1514375,0.01244465,-0.02158174,1631029850942,1631029850679,1631029848281,0.011,0,1,1
253,1.1289875,1.14699923,1.13455458,1.1514375,0.01244465,-0.02245,1631029851360,1631029851079,1631029848281,0.011,1,1,1
254,1.1289875,1.14699923,1.13425398,1.1514375,0.01274525,-0.02245,1631029851828,1631029851577,1631029848281,0.0112,0,1,1
255,1.1289875,1.14699923,1.13395338,1.1514375,0.01304585,-0.02245,1631029851868,1631029851687,1631029848281,0.0115,0,1,1
256,1.1289875,1.14699923,1.1351658,1.1514375,0.01183343,-0.02245,1631029852222,1631029851982,1631029848281,0.0104,0,1,1
257,1.1289875,1.14698925,1.1351658,1.1514375,0.01182345,-0.02245,1631029852240,1631029851982,1631029852144,0.0104,0,1,0
258,1.12876794,1.14698925,1.13388324,1.1514375,0.01310601,-0.02266956,1631029852334,1631029852084,1631029852146,0.0116,2,1,1
259,1.12876794,1.14698925,1.13380308,1.1514375,0.01318617,-0.02266956,1631029852444,1631029852176,1631029852146,0.0116,0,1,1
260,1.12852842,1.14698925,1.13330208,1.1514375,0.01368717,-0.02290908,1631029852547,1631029852388,1631029852146,0.0121,2,1,1
261,1.12852842,1.14698925,1.13355258,1.1514375,0.01343667,-0.02290908,1631029852723,1631029852485,1631029852146,0.0119,0,1,1
262,1.12869808,1.14698925,1.13330208,1.1514375,0.01368717,-0.02273942,1631029852844,1631029852570,1631029852146,0.0121,2,1,1
263,1.12852842,1.14698925,1.13360268,1.1514375,0.01338657,-0.02290908,1631029852976,1631029852769,1631029852146,0.0118,2,1,1
264,1.12852842,1.14698925,1.1346648,1.1514375,0.01232445,-0.02290908,1631029853381,1631029853167,1631029853112,0.0109,0,1,1
265,1.12984578,1.14698925,1.1346648,1.1514375,0.01232445,-0.02159172,1631029853446,1631029853274,1631029853112,0.0109,1,1,1
266,1.12984578,1.14698925,1.13438424,1.1514375,0.01260501,-0.02159172,1631029853644,1631029853378,1631029853112,0.0111,0,1,1
267,1.12822902,1.14698925,1.13430408,1.1514375,0.01268517,-0.02320848,1631029853744,1631029853479,1631029853112,0.0112,2,1,1
268,1.12826894,1.14698925,1.13430408,1.1514375,0.01268517,-0.02316856,1631029853825,1631029853579,1631029853112,0.0112,1,1,1
269,1.12826894,1.14698925,1.13310168,1.1514375,0.01388757,-0.02316856,1631029854120,1631029853774,1631029853927,0.0123,0,1,1
270,1.12822902,1.14698925,1.13310168,1.1514375,0.01388757,-0.02320848,1631029854230,1631029853881,1631029853927,0.0123,1,1,1
271,1.12826894,1.14698925,1.13429406,1.1514375,0.01269519,-0.02316856,1631029854286,1631029853981,1631029853927,0.0112,2,1,1
272,1.12822902,1.14698925,1.13280108,1.1514375,0.01418817,-0.02320848,1631029854331,1631029854085,1631029853927,0.0125,2,1,1
273,1.12822902,1.14698925,1.132761,1.1514375,0.01422825,-0.02320848,1631029854443,1631029854188,1631029853927,0.0126,0,1,1
274,1.12774,1.14698925,1.13227002,1.1514375,0.01471923,-0.0236975,1631029854549,1631029854379,1631029853927,0.013,2,1,1
275,1.1274406,1.14698925,1.13219988,1.1514375,0.01478937,-0.0239969,1631029855140,1631029854885,1631029854975,0.0131,2,1,1
276,1.1274406,1.14698925,1.13272092,1.1514375,0.01426833,-0.0239969,1631029855164,1631029854987,1631029854975,0.0126,0,1,1
277,1.12631286,1.14698925,1.13196942,1.1514375,0.01501983,-0.02512464,1631029855331,1631029855089,1631029854975,0.0133,2,1,1
278,1.12695158,1.14698925,1.13216982,1.1514375,0.01481943,-0.02448592,1631029855534,1631029855286,1631029855380,0.0131,2,1,1
279,1.12740068,1.14698925,1.13216982,1.1514375,0.01481943,-0.02403682,1631029855641,1631029855382,1631029855380,0.0131,1,1,1
280,1.1274406,1.14698925,1.13265078,1.1514375,0.01433847,-0.0239969,1631029855733,1631029855485,1631029855380,0.0127,2,1,1
281,1.12720108,1.14698925,1.1336628,1.1514375,0.01332645,-0.02423642,1631029855827,1631029855585,1631029855380,0.0118,2,1,1
282,1.12631286,1.14698925,1.13369286,1.1514375,0.01329639,-0.02512464,1631029855937,1631029855685,1631029855380,0.0117,2,1,1
283,1.12660228,1.14698925,1.13325198,1.1514375,0.01373727,-0.02483522,1631029856031,1631029855788,1631029855380,0.0121,2,1,1
284,1.12811924,1.14698925,1.13360268,1.1514375,0.01338657,-0.02331826,1631029856148,1631029855879,1631029855380,0.0118,2,1,1
